Unnamed: 0,Issuer.Ticker,Issuer.Name,Sales...1.Yr.Growth,Profit.Margin,Return.on.Assets,Offer.Size..M.,Shares.Outstanding..M.,Offer.Price,Offer.To.1st.Close,Market.Cap.at.Offer..M.,Trade.Date..US.,cusip,Cash.Flow.per.Share,Instit.Owner....Shares.Out.,Instit.Owner..Shares.Held.,Month.Date,Month.of.Quarter,Real.GDP.Per.Capita,OECD.Leading.Indicator,Interest.Rate,Seasonally.Adjusted.Unemployment.Rate,CPI.Growth.Rate,Filing.Term.Price.Range,Priced.Range,Industry.Sector,Industry.Group,Industry.Subgroup,Underpriced,price_1yr,X1_year_return,X1_year_up,actual_date_1yr,days_from_ipo,status,1_Year_excess_return,1_day_excess_return
653,PTON,Peloton Interactive Inc,-10.9,-78.9,-71.1,1334.0,43.4483,29.0,-11.17241383,1260.0,9/26/19,70614W100,-6.2,80.9064,253656000.0,9/1/19,7/1/19,57845,99.2709694,2.5,3.572134909,0.078344858,26 - 29,Priced Within Range,5,12,233,0,97.73,237.0,1,2020-09-25,365,success,228.291709660356,-10.9295221892982
654,PUBM,PubMatic Inc,52.5,24.9,11.4,135.7,6.1941,20.0,47.25,118.0,12/9/20,74467Q103,1.7,60.3996,26075500.0,12/1/20,10/1/20,57005,99.71018332,0.25,6.897872332,0.094147847,16 - 18,Priced Above Range,1,5,5,1,38.66,93.3,1,2021-12-09,365,success,65.6936944030006,48.0449201701668
655,PUMP,ProPetro Holding Corp,10.8,-6.2,-2.7,402.5,83.0399,14.0,3.571428537,1162.56,3/17/17,74347M108,1.5,83.7548,95852600.0,3/1/17,1/1/17,54866,99.85631202,1.5,4.473768194,0.081279787,16 - 19,Priced Below Range,2,29,46,1,16.66,19.0,1,2018-03-19,367,success,3.4810226847472,3.70286002436342
656,QBAK,Qualstar Corp,-39.7,-15.5,-0.0698742,17.5,12.526,7.0,10.26785755,87.68,6/23/00,74758R307,-0.0602597,0.779221,15000.0,6/1/00,4/1/00,46704,100.6856604,6.0,4.016709703,0.524781341,9-Jul,Priced Within Range,1,1,234,1,33.35,376.4,1,2001-06-25,367,success,390.582641717993,11.0046858772124
657,QLYS,Qualys Inc,13.2,17.2,13.5,104.536,31.1873,12.0,18.0,374.25,9/28/12,74758T303,5.1,101.062,38391300.0,9/1/12,7/1/12,51684,99.65527109,0.75,7.942766623,0.446221227,13-Nov,Priced Within Range,1,1,127,1,21.39,78.25,1,2013-09-30,367,success,61.5300018294821,18.4477752750257
658,QNST,QuinStreet Inc,0.6,-0.9,-3.0,150.0,44.9126,15.0,0.0,673.69,2/11/10,74874Q100,0.5,93.9015,50369100.0,2/1/10,1/1/10,50036,99.50065669,0.75,9.926923507,0.024920738,17 - 19,Priced Below Range,4,8,219,0,23.25,55.0,1,2011-02-11,365,success,32.1806372344511,-0.968043772911331
659,QTNA,Quantenna Communications Inc,25.0,1.4,2.1,108.408,32.8566,16.0,-3.125,525.706,10/28/16,74766D100,0.6,3.12211,1205480.0,10/1/16,10/1/16,54714,99.43029734,1.0,4.98714224,0.124674851,14 - 16,Priced Within Range,4,23,34,0,14.86,-7.13,0,2017-10-30,367,success,-27.5395168834032,-2.81417006344109
660,QTRX,Quanterix Corp,27.9,-52.1,-15.4,73.7475,21.8209,15.0,16.46666718,327.313,12/7/17,74766Q101,-1.3,95.2267,35286000.0,12/1/17,10/1/17,55877,100.3962325,2.0,4.150219646,-0.058783228,14 - 16,Priced Within Range,0,22,32,1,19.5,30.0,1,2018-12-07,365,success,27.7637308039024,16.1734314171703
661,QTWO,Q2 Holdings Inc,23.8,-22.6,-7.5,116.025,33.114,13.0,16.69230843,430.48,3/20/14,74736L109,0.5,118.534,68177100.0,3/1/14,1/1/14,52266,100.6756095,0.75,6.763461499,0.644004413,13-Nov,Priced Within Range,4,8,169,1,21.65,66.54,1,2015-03-20,365,success,54.3878219248411,16.0882579627639
662,RAIL,FreightCar America Inc,87.2,-20.4,-4.9,185.725,12.5327,19.0,10.68421078,238.12,4/6/05,357023100,-2.6,33.9214,5842390.0,4/1/05,4/1/05,50204,100.2832173,3.75,5.242813147,0.672529747,16 - 18,Priced Above Range,8,42,88,1,56.34,196.52,1,2006-04-06,365,success,186.914139013136,10.4573652026738
663,RARE,Ultragenyx Pharmaceutical Inc,29.6,-129.2,-43.7,139.115,29.9259,21.0,101.1904755,628.44,1/31/14,90400D108,-5.0,118.609,83151800.0,1/1/14,1/1/14,52266,100.6279112,0.75,6.630940345,0.372024767,19 - 20,Priced Above Range,0,21,29,1,56.74,170.19,1,2015-02-02,367,success,156.8016135201,101.837005431694
664,RBB,RBB Bancorp,8.2,39.7,1.6,86.25,15.6856,23.0,1.521739125,360.769,7/26/17,74930B105,10.4,40.3585,7672830.0,7/1/17,7/1/17,55413,99.98293814,1.75,4.400611223,-0.068992264,22 - 24,Priced Within Range,3,9,70,1,25.75,11.96,1,2018-07-26,365,success,-1.86539614163163,1.49347274281289
665,RBC,RBC Bearings Inc,54.8,6.9,2.4,152.702,15.468,14.5,5.310344696,224.29,8/10/05,75524B104,6.6,114.785,33307500.0,8/1/05,7/1/05,50470,100.3998318,4.5,4.955369401,0.511770727,14 - 16,Priced Within Range,8,50,119,1,19.9,37.21,1,2006-08-10,365,success,33.7644755373537,5.49306651955276
666,RBCN,Rubicon Technology Inc,-9.0,-17.9,3.9,107.87,19.2396,14.0,25.0,269.35,11/16/07,78112T206,-0.1,27.9238,687729.0,11/1/07,10/1/07,52066,101.5178052,5.0,4.772251125,0.593961787,14-Dec,Priced Within Range,1,4,4,1,3.52,-74.84,0,2008-11-17,367,success,-37.3110355681687,24.4769688953952
667,RBKB,Rhinebeck Bancorp Inc,-2.9,24.6,0.7,47.873,0.0,10.0,17.5,0.0,1/17/19,762093102,0.7,19.6223,2214290.0,1/1/19,1/1/19,57100,99.82040596,3.0,4.005850066,0.190659667,10-Oct,Priced Within Range,3,9,121,1,11.21,12.1,1,2020-01-17,365,success,-12.6852807958489,16.7408599726294
668,RC,Ready Capital Corp,21.8,20.7,2.0,120.062,7.9708,21.25,-6.117647171,169.38,2/8/13,75574U101,-0.5,53.1679,58757400.0,2/1/13,1/1/13,51998,100.169431,0.75,7.762535211,0.819002953,21.25 - 21.25,Priced Within Range,3,3,6,0,4.5,-78.83,0,2014-02-10,367,success,-95.6621326352762,-6.68344122787933
669,RCUS,Arcus Biosciences Inc,393.9,13.8,7.1,138.0,43.7505,15.0,13.33333302,656.258,3/15/18,03969F109,-3.6,93.1018,67412900.0,3/1/18,1/1/18,56195,100.6306862,2.25,4.075548902,0.22611259,13 - 15,Priced Within Range,0,21,29,1,11.67,-22.2,0,2019-03-15,365,success,-24.4257937802842,13.4115260607073
670,REAL,RealReal Inc/The,55.9,-50.4,-29.8,345.0,84.9507,20.0,44.5,1699.01,6/28/19,88339P101,-1.5,85.9076,84245900.0,6/1/19,4/1/19,57418,99.43025865,3.0,3.689126149,0.019914718,17 - 19,Priced Above Range,4,8,138,1,12.83,-35.85,0,2020-06-29,367,success,-40.6770422983961,43.9242547334942
671,REVG,REV Group Inc,4.5,1.8,0.5,316.25,63.6972,22.0,13.63636398,1401.34,1/27/17,749527107,2.5,102.213,60636200.0,1/1/17,1/1/17,54866,99.76074483,1.25,4.769484484,0.582772789,19 - 21,Priced Above Range,5,55,229,1,23.18,5.34,1,2018-01-29,367,success,-18.3913132929273,13.7230104026152
672,REXR,Rexford Industrial Realty Inc,37.1,28.3,2.1,230.328,25.2393,14.0,0.285714299,353.35,7/19/13,76169C100,1.6,105.337,205399000.0,7/1/13,7/1/13,52284,100.6172944,0.75,7.464771304,0.039399753,13 - 15,Priced Within Range,3,3,13,1,10.38,-25.87,0,2014-07-21,367,success,-41.5919789931666,0.12470924930395
673,REYN,Reynolds Consumer Products Inc,8.9,9.1,5.3,1410.38,209.701,26.0,9.807692528,5452.23,1/31/20,76171L106,1.4,36.0667,75690500.0,1/1/20,1/1/20,57279,99.24447302,2.25,3.672894836,0.387976994,25 - 28,Priced Within Range,0,62,236,1,25.84,-0.63,0,2021-02-01,367,success,-18.0492024701803,11.5782745480055
674,RGNX,REGENXBIO Inc,204.3,27.1,8.7,159.39,26.2957,22.0,38.40909195,557.715,9/17/15,75901B107,5.1,95.3586,41284200.0,9/1/15,7/1/15,54081,99.65397112,0.75,5.114117614,-0.155675658,22 - 22,Priced Within Range,0,21,29,1,14.35,-34.77,0,2016-09-16,365,success,-41.5818818378968,38.6651979109232
675,RGP,Resources Connection Inc,27.8,8.3,13.8,78.0,20.63,12.0,33.33333206,247.56,12/15/00,76122Q105,1.5,87.4376,29510900.0,12/1/00,10/1/00,46777,99.18129543,6.0,3.947992115,-0.057438254,14-Dec,Priced Within Range,0,7,73,1,7.51,-37.41,0,2001-12-17,367,success,-25.0188890731903,35.4796058282811
676,RH,RH,31.9,18.3,14.0,142.536,36.9715,24.0,29.58333397,887.32,11/2/12,74967X103,31.1,92.7573,22007300.0,11/1/12,10/1/12,51634,99.80309801,0.75,7.867321051,-0.473808669,22 - 24,Priced Within Range,5,17,210,1,70.47,193.63,1,2013-11-04,367,success,169.422667242144,30.521279410841
677,RKT,Rocket Cos Inc,-17.1,2.3,0.3,2070.0,115.373,18.0,19.5,2076.71,8/6/20,77311W101,-25.1,64.7189,78813800.0,8/1/20,7/1/20,56484,98.41453353,0.25,8.302616451,0.315321052,20 - 22,Priced Below Range,3,26,170,1,15.41,-14.39,0,2021-08-06,365,success,-45.8456566924536,18.8572304614968
678,RLAY,Relay Therapeutics Inc,-96.3,-12012.9,-31.5,460.0,89.8757,20.0,75.25,1797.51,7/16/20,75943R102,-0.7,102.752,124221000.0,7/1/20,7/1/20,56484,97.81746245,0.25,9.875006693,0.50582435,18 - 19,Priced Above Range,0,21,29,1,33.33,66.65,1,2021-07-16,365,success,30.6150291395858,75.5906101482396
679,RLJ,RLJ Lodging Trust,66.0,-38.8,0.1,568.71,106.322,18.0,-1.777777791,1913.8,5/11/11,74965L101,0.2,95.3699,154551000.0,5/1/11,4/1/11,50897,100.0117096,0.75,9.203184599,0.470418753,19 - 21,Priced Below Range,3,3,63,0,10.33,-42.63,0,2012-05-10,365,success,-44.2424236788766,-0.666628212305585
680,RM,Regional Management Corp,14.5,20.7,4.7,72.45,12.4867,15.0,9.666666985,187.3,3/28/12,75902K106,18.8,89.662,8594810.0,3/1/12,1/1/12,51559,99.92363477,0.75,8.317498152,0.759455862,17 - 19,Priced Below Range,3,26,152,1,16.98,13.21,1,2013-03-28,365,success,1.56679543384392,10.1608179280783
681,RMAX,RE/MAX Holdings Inc,23.9,-4.7,1.4,253.0,11.6188,22.0,22.72727203,255.61,10/2/13,75524W108,2.2,101.682,18552400.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,19 - 21,Priced Above Range,3,34,130,1,22.71,3.25,1,2014-10-02,365,success,-13.1869192926167,22.7939389916519
682,RMBI,Richmond Mutual BanCorp Inc,3.3,25.5,0.9,130.266,0.0,10.0,36.5,0.0,7/2/19,76525P100,-0.8,18.8832,2227310.0,7/1/19,7/1/19,57845,99.35534623,3.0,3.786645109,0.167094162,10-Oct,Priced Within Range,3,9,44,1,8.88,-11.24,0,2020-07-01,365,success,-13.9386111627656,36.207187399122
683,RMP,RM Partners LP,46.1,60.3,8.9,474.375,32.5036,16.5,-1.212121248,474.434,12/17/14,762819100,1.6,0.305117,312207.0,12/1/14,10/1/14,53464,100.70291,0.75,5.685242715,-0.567010091,19 - 21,Priced Below Range,2,29,46,0,9.98,-39.51,0,2015-12-17,365,success,-41.0262288437304,-3.24736285122821
684,RNA,Avidity Biosciences Inc,37.4,-1265.3,-41.5,298.08,37.5108,18.0,58.33333206,675.194,6/12/20,05370A108,-2.2,99.0493,53944800.0,6/1/20,4/1/20,52394,96.38894556,0.25,10.71621054,0.547204693,17 - 18,Priced Within Range,0,21,29,1,25.97,44.28,1,2021-06-14,367,success,4.89335103090848,57.0272476617442
685,RNG,RingCentral Inc,34.7,-23.5,-25.6,112.125,8.625,13.0,40.0,112.12,9/27/13,76680R206,1.6,123.465,106075000.0,9/1/13,7/1/13,52284,100.6503359,0.75,7.388513748,0.116300449,13-Nov,Priced Within Range,1,5,122,1,12.65,-2.69,0,2014-09-29,367,success,-18.900432392493,40.4073801162529
686,RNGR,Ranger Energy Services Inc,56.0,2.9,8.5,85.0005,8.4132,14.5,-1.931034446,121.991,8/11/17,75282U104,-3.3,99.3197,24704700.0,8/1/17,7/1/17,55413,100.05168,1.75,4.476286789,0.29944523,16 - 18,Priced Below Range,2,29,46,0,8.73,-39.78,0,2018-08-13,367,success,-56.6667661149296,-2.05859142631537
687,ROKU,Roku Inc,55.4,8.7,-5.7,252.255,94.7485,14.0,67.85713959,219.352,9/28/17,77543R102,1.7,76.482,93189200.0,9/1/17,7/1/17,55413,100.1379705,1.75,4.316244463,0.529490589,14-Dec,Priced Within Range,4,8,167,1,73.03,421.64,1,2018-09-28,365,success,405.867074145878,67.7366780116837
688,ROOT,Root Inc/OH,-0.4,-150.8,-33.8,724.432,59.9428,27.0,0.0,1618.46,10/28/20,77664L207,-29.1,98.4248,8956660.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,22 - 25,Priced Above Range,3,18,25,0,86.76,221.33,1,2021-10-28,365,success,181.472218248037,3.52878789504099
689,RPD,Rapid7 Inc,30.1,-27.3,-12.3,118.68,38.7524,16.0,58.0,604.558,7/17/15,753422104,0.9,111.472,66031300.0,7/1/15,7/1/15,54081,99.98278579,0.75,5.338603251,0.006704716,13 - 15,Priced Above Range,1,1,127,1,12.82,-19.88,0,2016-07-18,367,success,-21.6250113261841,57.8893816777908
690,RPRX,Royalty Pharma PLC,7.8,27.0,2.8,2501.35,362.207,28.0,58.92856979,10141.8,6/16/20,N.A.,4.8,84.8429,374246000.0,6/1/20,4/1/20,52394,96.38894556,0.25,10.71621054,0.547204693,25 - 28,Priced Within Range,0,21,29,1,39.38,40.64,1,2021-06-16,365,success,4.46387284645721,57.0323299818969
691,RRBI,Red River Bancshares Inc,1.2,34.2,1.1,31.05,7.3002,45.0,11.66666698,328.509,5/3/19,75686R202,8.5,19.7778,1420820.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,42 - 46,Priced Within Range,3,9,91,1,35.83,-20.38,0,2020-05-04,367,success,-19.2525722693083,10.7028390436967
692,RRGB,Red Robin Gourmet Burgers Inc,33.7,-4.3,-6.1,65.256,15.0257,12.0,1.833333373,180.31,7/19/02,75689M101,3.0,82.8205,13191700.0,7/1/02,7/1/02,46936,99.02668228,1.25,5.828127275,0.111172874,14 - 16,Priced Below Range,5,17,33,1,20.95,74.58,1,2003-07-21,367,success,58.775814744913,5.6685797194819
693,RRR,Red Rock Resorts Inc,36.8,14.9,7.8,579.289,41.4282,19.5,-4.102564335,759.554,4/27/16,75700L108,8.8,103.562,60066700.0,4/1/16,4/1/16,54334,99.15842228,1.0,5.102375645,0.474106798,18 - 21,Priced Within Range,5,16,239,0,18.32,-6.05,0,2017-04-27,365,success,-20.056644809513,-4.26749960682762
694,RSPP,RSP Permian Inc,132.4,28.3,4.6,448.5,72.5,19.5,3.333333254,1413.75,1/17/14,74978Q105,3.2,0.582368,928428.0,1/1/14,1/1/14,52266,100.6279112,0.75,6.630940345,0.372024767,19 - 21,Priced Within Range,2,28,43,1,26.15,34.1,1,2015-01-20,368,success,25.7261436284772,3.72285071937292
695,RUN,Sunrun Inc,74.5,-4.9,0.4,250.6,96.9739,14.0,-23.0714283,1357.63,8/5/15,86771W105,-3.9,101.37,216023000.0,8/1/15,7/1/15,54081,99.81653966,0.75,5.149624756,-0.141627628,13 - 15,Priced Within Range,2,15,19,0,4.96,-64.57,0,2016-08-04,365,success,-67.2935379173312,-23.3828961973211
696,RVLV,Revolve Group Inc,53.5,11.2,15.4,243.529,12.2059,18.0,88.8888855,219.706,6/7/19,76156B107,0.8,147.527,60100300.0,6/1/19,4/1/19,57418,99.43025865,3.0,3.689126149,0.019914718,16 - 18,Priced Within Range,4,8,138,1,18.67,3.72,1,2020-06-08,367,success,-4.59819425059301,87.839115741535
697,RVMD,REVOLUTION Medicines Inc,-31.6,-636.5,-31.3,273.7,59.0023,17.0,70.0,1003.04,2/13/20,76155X100,-2.0,100.41,89155200.0,2/1/20,1/1/20,57279,99.15001442,2.25,3.567732608,0.274061813,16 - 17,Priced Within Range,0,21,29,1,49.78,192.82,1,2021-02-12,365,success,176.935308767436,70.1630445806238
698,RXT,Rackspace Technology Inc,11.1,-7.2,-3.1,703.5,204.082,21.0,-21.95238113,4285.73,8/5/20,750102105,1.7,104.788,221217000.0,8/1/20,7/1/20,56484,98.41453353,0.25,8.302616451,0.315321052,21 - 24,Priced Within Range,1,5,82,0,17.13,-18.43,0,2021-08-05,365,success,-51.3463336233193,-22.5953554423627
699,RYI,Ryerson Holding Corp,63.7,5.1,20.9,121.0,32.0375,11.0,-6.363636494,352.41,8/8/14,783754104,0.9,96.3087,35646600.0,8/1/14,7/1/14,53340,100.8473576,0.75,6.180879513,-0.167051417,12-Nov,Priced Within Range,8,50,240,0,6.99,-36.42,0,2015-08-10,367,success,-44.2876166098908,-7.5167767623691
700,SABA,Saba Software Inc,6.4,-6.2,-14.6,60.0,42.8512,15.0,120.0,642.77,4/7/00,784932600,0.1,0.0172063,5125.0,4/1/00,4/1/00,46704,100.9656912,5.5,3.86810754,0.058411215,14-Dec,Priced Above Range,1,5,81,1,1.82,-87.87,0,2001-04-09,367,success,-63.8049727453684,119.000225775646
701,SABR,Sabre Corp,26.5,-54.9,-8.8,721.28,264.555,16.0,3.125,4232.88,4/17/14,78573M104,-1.2,118.498,389101000.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,18 - 20,Priced Below Range,0,7,115,1,21.85,36.58,1,2015-04-17,365,success,23.7028239756269,2.98861470863967
702,SACH,Sachem Capital Corp,63.5,43.7,4.4,13.0,11.1332,5.0,0.800000012,55.666,2/10/17,78590A109,1.0,14.0549,5733780.0,2/1/17,1/1/17,54866,99.82153744,1.25,4.66429894,0.314611739,5-May,Priced Within Range,3,3,6,1,1.49,-70.27,0,2018-02-12,367,success,-81.7073252791944,0.443394978667453
703,SAFE,Safehold Inc,20.3,39.1,2.8,205.0,18.19,20.0,-5.0,363.8,6/22/17,78645L100,0.4,103.111,64121800.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,19 - 21,Priced Within Range,3,3,50,0,40.28,101.41,1,2018-06-22,365,success,87.7390175395358,-4.95442181009146
704,SAFT,Safety Insurance Group Inc,4.5,14.7,3.5,72.0,14.36,12.0,7.5,172.32,11/22/02,78648T100,9.5,106.215,15653600.0,11/1/02,10/1/02,46883,98.17044497,0.83,5.99851499,0.0,13 - 14,Priced Below Range,3,18,25,1,7.22,-39.82,0,2003-11-24,367,success,-50.8994731665892,7.84377377123781
705,SALE,RetailMeNot Inc,12.5,0.7,-0.3,219.544,50.207,21.0,31.90476227,1054.35,7/19/13,76132B106,0.8,0.00395381,1912.0,7/1/13,7/1/13,52284,100.6172944,0.75,7.464771304,0.039399753,20 - 22,Priced Within Range,4,8,9,1,24.22,15.33,1,2014-07-21,367,success,-0.391978993166608,31.7437572203039
706,SAMG,Silvercrest Asset Management G,21.8,11.1,10.4,60.6023,5.5093,11.0,7.545454502,60.6,6/27/13,828359109,4.5,89.6066,8626840.0,6/1/13,4/1/13,51982,100.5692261,0.75,7.657716977,0.239970809,14-Dec,Priced Below Range,3,26,39,1,10.91,-0.84,0,2014-06-27,365,success,-22.3085152814017,6.92547140892702
707,SAR,Saratoga Investment Corp,22.7,64.6,1.8,108.75,8.29138,15.0,-1.666666627,124.37,3/23/07,80349A208,-17.7,19.7897,2355010.0,3/1/07,1/1/07,51492,101.7155915,6.25,4.449643744,0.910569585,15 - 15,Priced Within Range,3,24,37,0,16.16,7.71,1,2008-03-24,367,success,15.1328280642447,-1.77610560794991
708,SCM,Stellus Capital Investment Cor,12.3,52.7,2.4,120.0,10.8273,15.0,0.533333361,162.41,11/8/12,858568108,-3.9,16.6341,3251300.0,11/1/12,10/1/12,51634,99.80309801,0.75,7.867321051,-0.473808669,15 - 15,Priced Within Range,3,24,37,1,4.07,-72.89,0,2013-11-08,365,success,-100.0,1.75381758479294
709,SCMP,Sucampo Pharmaceuticals Inc,50.1,8.0,-35.6,49.588,16.1005,11.5,6.608695507,185.16,8/2/07,864909106,0.1,0.238949,111438.0,8/1/07,7/1/07,51882,101.8469871,5.75,4.675485691,-0.183390223,14 - 16,Priced Below Range,0,13,15,1,11.86,3.13,1,2008-08-01,365,success,15.8959249596049,6.17276644779027
710,SDGR,Schrodinger Inc/United States,27.6,-72.7,-21.4,232.302,50.0654,17.0,68.47058868,851.112,2/6/20,80810D103,-1.0,98.8228,61342500.0,2/1/20,1/1/20,57279,99.15001442,2.25,3.567732608,0.274061813,14 - 16,Priced Above Range,1,5,22,1,99.63,486.06,1,2021-02-05,365,success,471.582362833137,68.138021389001
711,SEER,Seer Inc,908.6,-1075.5,-16.0,201.25,53.8631,19.0,197.1578979,1023.4,12/4/20,81578P106,-0.7,95.7471,56104500.0,12/1/20,10/1/20,57005,99.71018332,0.25,6.897872332,0.094147847,16 - 18,Priced Above Range,0,21,29,1,22.19,16.79,1,2021-12-06,367,success,-6.94483296649597,196.27427040032
712,SEM,Select Medical Holdings Corp,12.1,6.4,2.3,336.027,159.696,10.0,0.899999976,1596.96,9/25/09,81619Q105,3.0,84.9411,107861000.0,9/1/09,7/1/09,49473,97.75545488,0.5,9.999140225,0.062548069,13-Nov,Priced Below Range,0,0,56,1,3.08,-69.25,0,2010-09-27,367,success,-76.9531301456217,1.50907359972415
713,SEND,SendGrid Inc,39.9,-5.5,-3.4,150.88,0.0,16.0,12.5,0.0,11/15/17,816883102,1.4,0.0654438,31190.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,13.50 - 15.50,Priced Above Range,1,5,82,1,43.22,170.13,1,2018-11-15,365,success,163.986407272345,13.0525675723668
714,SENS,Senseonics Holdings Inc,176.3,-2211.8,106.8,49.02,92.9601,2.85,21.05263519,264.936,3/18/16,81727U105,-0.1,24.2624,116037000.0,3/1/16,1/1/16,54267,99.15532342,1.0,5.085179368,0.430600014,2.85 - 2.85,Priced Within Range,0,13,162,1,1.91,-32.98,0,2017-03-20,367,success,-49.1686724291238,20.6120708360733
715,SEP,Spectra Energy Partners LP,-23.0,31.2,2.9,253.0,44.6299,22.0,30.22727203,981.86,6/27/07,84756N109,5.1,0.0700392,339618.0,6/1/07,4/1/07,51705,101.934506,6.25,4.614935452,0.193797518,19 - 21,Priced Above Range,2,2,2,1,12.7,-42.28,0,2008-06-26,365,success,-29.5305588821375,29.3263382127154
716,SFBS,ServisFirst Bancshares Inc,7.3,49.7,1.6,56.875,8.1748,91.0,-6.593406677,743.91,5/14/14,81768T108,4.9,72.436,39350400.0,5/1/14,4/1/14,52840,100.7710708,0.75,6.397136369,0.349260984,91 - 93,Priced Within Range,3,9,91,0,15.29,-83.2,0,2015-05-14,365,success,-94.351005531615,-6.12330616155299
717,SFIX,Stitch Fix Inc,-1.3,-9.9,-26.1,138.0,9.2,15.0,1.0,138.0,11/17/17,860897107,0.5,98.9971,84546500.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,15 - 16,Priced Within Range,4,8,138,1,24.8,65.33,1,2018-11-19,367,success,59.4611108731222,1.26259631197607
718,SFM,Sprouts Farmers Market Inc,-5.7,4.0,8.4,382.95,146.434,18.0,122.8333359,2635.81,8/1/13,85208M102,3.1,117.871,124769000.0,8/1/13,7/1/13,52284,100.641767,0.75,7.391202966,0.120293156,14 - 16,Priced Above Range,0,10,53,1,29.94,66.33,1,2014-08-01,365,success,50.9099649785278,121.579278889043
719,SGMO,Sangamo Therapeutics Inc,-6.3,-161.0,-26.0,52.5,22.3001,15.0,0.416666657,334.5,4/6/00,800677106,-1.6,57.7955,94715300.0,4/1/00,4/1/00,46704,100.9656912,5.5,3.86810754,0.058411215,15 - 17,Priced Within Range,0,21,29,1,9.25,-38.33,0,2001-04-06,365,success,-11.8143556412725,-0.522573145265868
720,SGRY,Surgery Partners Inc,19.6,-3.1,-0.5,301.235,48.157,19.0,-4.6842103,914.983,10/1/15,86881A100,1.2,106.903,96160200.0,10/1/15,10/1/15,54045,99.52145458,0.75,5.19705592,-0.044968375,23 - 26,Priced Below Range,0,0,56,0,20.24,6.53,1,2016-09-30,365,success,-6.33763719830981,-4.88159872324117
721,SHAK,Shake Shack Inc,41.5,-1.1,-1.5,120.75,12.0581,21.0,118.5714264,253.22,1/30/15,819047101,1.4,97.542,38314400.0,1/1/15,1/1/15,53806,100.6141113,0.75,5.715426963,-0.470589237,17 - 19,Priced Above Range,5,17,33,1,36.55,74.05,1,2016-02-01,367,success,79.144261400279,119.870622936797
722,SHC,Sotera Health Co,13.8,12.5,4.4,1232.57,284.422,23.0,9.13043499,6541.71,11/20/20,83601L102,1.0,89.5671,252681000.0,11/1/20,10/1/20,57005,99.33764341,0.25,6.992358599,-0.061062722,20 - 23,Priced Within Range,0,0,0,1,21.97,-4.48,0,2021-11-22,367,success,-36.7213799261811,9.80969127806378
723,SHO,Sunstone Hotel Investors Inc,90.0,6.7,6.7,412.505,38.2182,17.0,0.0,649.71,10/21/04,867892101,0.1,134.426,282831000.0,10/1/04,10/1/04,49623,100.5370284,2.75,5.523151518,0.526592944,18 - 20,Priced Below Range,3,3,63,0,10.09,-40.63,0,2005-10-21,365,success,-47.1054336367742,-0.25641555486462
724,SIBN,SI-BONE Inc,22.8,-62.7,-36.6,124.2,22.8732,15.0,33.73333359,343.098,10/17/18,825704109,-1.1,107.061,36932100.0,10/1/18,10/1/18,56851,100.2681725,2.75,3.822420119,0.176676346,13 - 15,Priced Within Range,0,22,61,1,15.78,5.2,1,2019-10-17,365,success,-1.22458137716961,33.758599826039
725,SIR,Select Income REIT,1.3,14.2,1.6,197.8,31.2,21.5,1.162790656,670.8,3/7/12,81618T100,2.4,0.318205,284954.0,3/1/12,1/1/12,51559,99.92363477,0.75,8.317498152,0.759455862,21 - 23,Priced Within Range,3,3,230,1,0.18,-99.16,0,2013-03-07,365,success,-100.0,0.472728416279499
726,SITE,SiteOne Landscape Supply Inc,28.5,6.8,11.4,241.5,39.5422,21.0,27.0,830.386,5/12/16,82982L103,4.7,121.614,54851200.0,5/1/16,4/1/16,54334,99.17131936,1.0,4.882282302,0.4045791,20 - 22,Priced Within Range,5,58,197,1,49.02,133.43,1,2017-05-12,365,success,117.17506404178,27.0169465141785
727,SITM,SiTime Corp,88.3,14.7,8.0,64.285,14.945,13.0,43.46154022,194.285,11/21/19,82982T106,3.1,85.7948,18394000.0,11/1/19,10/1/19,58017,99.29162222,2.25,3.618104556,-0.053624303,13 - 15,Priced Within Range,1,4,4,1,82.3,533.08,1,2020-11-20,365,success,518.121275634724,43.6198154450866
728,SLAB,Silicon Laboratories Inc,41.0,293.7,2.1,99.2,46.5781,31.0,123.7903214,1443.92,3/24/00,826919102,2.1,120.246,40021300.0,3/1/00,1/1/00,45983,101.071946,5.34,4.089661605,0.824499411,21 - 23,Priced Above Range,1,4,4,1,18.8,-39.36,0,2001-03-26,367,success,-12.5259084057654,123.783120365415
729,SLQT,Selectquote Inc,-17.8,-38.9,-22.0,655.5,161.817,20.0,35.0,3236.34,5/21/20,816307300,-2.0,66.1378,110094000.0,5/1/20,4/1/20,52394,94.70713847,0.25,13.66734626,0.001950162,17 - 19,Priced Above Range,3,18,118,1,20.6,3.0,1,2021-05-21,365,success,-36.5850840608135,35.7773596188001
